	SPU_peptide	diadema.best
OG0010942	SPU_022224	TRINITY_DN2945_c4_g1_i5.p1.p1
OG0010943	SPU_022231	TRINITY_DN137720_c0_g1_i2.p1.p1
OG0010944	SPU_022241	TRINITY_DN13779_c0_g1_i1.p1.p1
OG0010945	SPU_022246	TRINITY_DN31858_c0_g1_i3.p1.p1
OG0010946	SPU_022249	TRINITY_DN13889_c0_g1_i1.p1.p1
OG0010947	SPU_022253	TRINITY_DN25256_c0_g1_i1.p1.p1
OG0010948	SPU_022257	TRINITY_DN28117_c0_g1_i4.p1.p1
OG0010949	SPU_022258	TRINITY_DN288670_c0_g1_i1.p1.p1
OG0010950	SPU_022261	TRINITY_DN16177_c0_g1_i7.p1.p1
OG0010951	SPU_022262	TRINITY_DN22019_c0_g1_i1.p1.p1
OG0010952	SPU_022264	TRINITY_DN101_c0_g1_i5.p1.p1
OG0010953	SPU_022266	TRINITY_DN16283_c1_g1_i4.p1.p1
OG0010954	SPU_022268	TRINITY_DN12635_c0_g1_i3.p1.p1
OG0010955	SPU_022277	TRINITY_DN29728_c0_g1_i1.p1.p1
OG0010956	SPU_022283	TRINITY_DN15302_c0_g1_i2.p1.p1
OG0010957	SPU_022295	TRINITY_DN29590_c0_g1_i3.p1.p1
OG0010958	SPU_022305	TRINITY_DN2621_c0_g1_i4.p1.p1
OG0010959	SPU_022306	TRINITY_DN47867_c0_g1_i4.p1.p1
OG0010960	SPU_022311	TRINITY_DN12395_c0_g1_i2.p1.p1
OG0010961	SPU_022312	TRINITY_DN2796_c0_g1_i3.p1.p1
OG0010962	SPU_022322	TRINITY_DN8217_c0_g1_i2.p1.p1
OG0010963	SPU_022323	TRINITY_DN45800_c1_g1_i2.p1.p1
OG0010964	SPU_022324	TRINITY_DN8741_c0_g1_i5.p1.p1
OG0010965	SPU_022327	TRINITY_DN6428_c0_g1_i1.p1.p1
OG0010966	SPU_022333	TRINITY_DN3381_c0_g1_i1.p1.p1
OG0010967	SPU_022336	TRINITY_DN160941_c0_g1_i1.p1.p1
OG0010968	SPU_022345	TRINITY_DN66603_c0_g1_i7.p1.p1
OG0010969	SPU_022351	TRINITY_DN635_c4_g1_i3.p1.p1
OG0010970	SPU_022352	TRINITY_DN21248_c0_g1_i2.p1.p1
OG0010971	SPU_022353	TRINITY_DN16108_c0_g2_i2.p1.p1
OG0010972	SPU_022354	TRINITY_DN1700_c3_g1_i4.p1.p1
OG0010973	SPU_022358	TRINITY_DN5371_c0_g1_i3.p1.p1
OG0010974	SPU_022359	TRINITY_DN7371_c0_g1_i2.p1.p1
OG0010975	SPU_022360	TRINITY_DN569_c0_g1_i4.p1.p1
OG0010976	SPU_022361	TRINITY_DN18437_c0_g1_i6.p1.p1
OG0010977	SPU_022366	TRINITY_DN2840_c0_g1_i6.p1.p1
OG0010978	SPU_022367	TRINITY_DN75805_c0_g1_i4.p1.p1
OG0010979	SPU_022372	TRINITY_DN603_c0_g1_i7.p1.p1
OG0010980	SPU_022385	TRINITY_DN7541_c1_g1_i3.p1.p1
OG0010981	SPU_022386	TRINITY_DN7651_c0_g2_i1.p1.p1
OG0010982	SPU_022392	TRINITY_DN4497_c0_g1_i4.p1.p1
OG0010983	SPU_022424	TRINITY_DN1489_c4_g1_i1.p1.p1
OG0010984	SPU_022425	TRINITY_DN5390_c0_g1_i2.p1.p1
OG0010985	SPU_022429	TRINITY_DN19448_c0_g1_i3.p1.p1
OG0010986	SPU_022439	TRINITY_DN41295_c0_g1_i1.p1.p1
OG0010987	SPU_022449	TRINITY_DN36120_c0_g1_i5.p1.p1
OG0010988	SPU_022457	TRINITY_DN10498_c0_g1_i7.p1.p1
OG0010989	SPU_022466	TRINITY_DN1508_c0_g2_i1.p1.p1
OG0010990	SPU_022467	TRINITY_DN44317_c0_g1_i7.p1.p1
OG0010991	SPU_022469	TRINITY_DN89381_c0_g1_i3.p1.p1
OG0010992	SPU_022471	TRINITY_DN56813_c0_g1_i3.p1.p1
OG0010993	SPU_022475	TRINITY_DN16613_c0_g1_i2.p1.p1
OG0010994	SPU_022480	TRINITY_DN42080_c1_g1_i10.p1.p1
OG0010995	SPU_022481	TRINITY_DN204672_c0_g1_i1.p1.p1
OG0010996	SPU_022482	TRINITY_DN15645_c0_g1_i3.p1.p1
OG0010997	SPU_022485	TRINITY_DN3344_c1_g1_i3.p1.p1
OG0010998	SPU_022486	TRINITY_DN13241_c0_g1_i5.p1.p1
OG0010999	SPU_022500	TRINITY_DN2182_c1_g1_i1.p1.p1
OG0011000	SPU_022502	TRINITY_DN474_c0_g1_i4.p1.p1
OG0011001	SPU_022513	TRINITY_DN35970_c0_g1_i1.p1.p1
OG0011002	SPU_022514	TRINITY_DN5037_c0_g1_i3.p1.p1
OG0011003	SPU_022515	TRINITY_DN1526_c0_g1_i2.p2.p1
OG0011004	SPU_022517	TRINITY_DN35492_c0_g1_i1.p1.p2
OG0011005	SPU_022530	TRINITY_DN314_c1_g1_i8.p1.p1
OG0011006	SPU_022531	TRINITY_DN12669_c0_g1_i6.p1.p1
OG0011007	SPU_022532	TRINITY_DN1601_c2_g1_i1.p1.p1
OG0011008	SPU_022533	TRINITY_DN32913_c0_g1_i5.p1.p1
OG0011009	SPU_022534	TRINITY_DN37819_c0_g1_i2.p1.p1
OG0011010	SPU_022536	TRINITY_DN8048_c0_g1_i4.p2.p1
OG0011011	SPU_022539	TRINITY_DN15591_c0_g2_i3.p1.p1
OG0011012	SPU_022541	TRINITY_DN26994_c0_g1_i4.p1.p1
OG0011013	SPU_022542	TRINITY_DN24162_c0_g1_i1.p1.p1
OG0011014	SPU_022543	TRINITY_DN27592_c0_g1_i6.p1.p1
OG0011015	SPU_022552	TRINITY_DN67224_c0_g1_i1.p1.p1
OG0011016	SPU_022560	TRINITY_DN16922_c0_g1_i1.p1.p1
OG0011017	SPU_022563	TRINITY_DN19820_c1_g1_i2.p1.p1
OG0011018	SPU_022576	TRINITY_DN2592_c0_g1_i1.p1.p1
OG0011019	SPU_022583	TRINITY_DN21961_c1_g1_i4.p1.p1
OG0011020	SPU_022591	TRINITY_DN41599_c0_g1_i7.p1.p1
OG0011021	SPU_022601	TRINITY_DN68489_c0_g1_i1.p1.p1
OG0011022	SPU_022603	TRINITY_DN2730_c0_g2_i9.p1.p1
OG0011023	SPU_022604	TRINITY_DN2028_c0_g1_i7.p1.p1
OG0011024	SPU_022605	TRINITY_DN26905_c0_g1_i1.p1.p1
OG0011025	SPU_022606	TRINITY_DN76180_c0_g1_i1.p1.p1
OG0011026	SPU_022609	TRINITY_DN3092_c0_g1_i1.p1.p1
OG0011027	SPU_022625	TRINITY_DN8669_c0_g1_i5.p3.p1
OG0011028	SPU_022626	TRINITY_DN30993_c0_g1_i1.p1.p1
OG0011029	SPU_022630	TRINITY_DN937_c2_g1_i7.p1.p1
OG0011030	SPU_022631	TRINITY_DN9886_c1_g1_i10.p1.p1
OG0011031	SPU_022635	TRINITY_DN18024_c0_g1_i1.p1.p1
OG0011032	SPU_022650	TRINITY_DN9703_c0_g2_i1.p1.p1
OG0011033	SPU_022655	TRINITY_DN119859_c0_g1_i1.p1.p1
OG0011034	SPU_022659	TRINITY_DN13594_c0_g1_i7.p1.p1
OG0011035	SPU_022668	TRINITY_DN25453_c0_g1_i1.p1.p1
OG0011036	SPU_022670	TRINITY_DN7388_c0_g1_i5.p1.p1
OG0011037	SPU_022673	TRINITY_DN19368_c0_g1_i3.p1.p1
OG0011038	SPU_022679	TRINITY_DN11629_c0_g1_i6.p1.p1
OG0011039	SPU_022681	TRINITY_DN162_c0_g1_i3.p1.p1
OG0011040	SPU_022692	TRINITY_DN2880_c1_g2_i5.p3.p1
OG0011041	SPU_022700	TRINITY_DN107316_c0_g1_i1.p1.p1
OG0011042	SPU_022710	TRINITY_DN677_c1_g1_i5.p1.p1
OG0011043	SPU_022711	TRINITY_DN50466_c0_g1_i1.p1.p1
OG0011044	SPU_022713	TRINITY_DN17499_c0_g1_i1.p1.p1
OG0011045	SPU_022722	TRINITY_DN37260_c1_g1_i2.p1.p1
OG0011046	SPU_022725	TRINITY_DN8210_c0_g1_i2.p1.p1
OG0011047	SPU_022726	TRINITY_DN108188_c0_g1_i1.p1.p1
OG0011048	SPU_022728	TRINITY_DN4108_c0_g1_i4.p1.p1
OG0011049	SPU_022731	TRINITY_DN10656_c0_g1_i3.p1.p1
OG0011050	SPU_022737	TRINITY_DN895_c0_g1_i4.p2.p1
OG0011051	SPU_022745	TRINITY_DN5087_c0_g1_i2.p1.p1
OG0011052	SPU_022746	TRINITY_DN18783_c0_g1_i2.p1.p1
OG0011053	SPU_022749	TRINITY_DN75074_c0_g1_i1.p1.p1
OG0011054	SPU_022756	TRINITY_DN22494_c0_g1_i1.p1.p1
OG0011055	SPU_022757	TRINITY_DN15097_c2_g1_i2.p1.p1
OG0011056	SPU_022768	TRINITY_DN203168_c0_g1_i1.p1.p1
OG0011057	SPU_022771	TRINITY_DN714_c0_g1_i2.p1.p1
OG0011058	SPU_022777	TRINITY_DN20629_c0_g1_i5.p1.p1
OG0011059	SPU_022791	TRINITY_DN4237_c0_g1_i1.p1.p1
OG0011060	SPU_022794	TRINITY_DN26616_c0_g2_i1.p1.p1
OG0011061	SPU_022813	TRINITY_DN22322_c0_g1_i6.p1.p1
OG0011062	SPU_022814	TRINITY_DN120623_c0_g1_i3.p1.p1
OG0011063	SPU_022819	TRINITY_DN407635_c0_g1_i1.p1.p1
OG0011064	SPU_022823	TRINITY_DN319177_c0_g1_i1.p1.p1
OG0011065	SPU_022824	TRINITY_DN67815_c0_g1_i1.p1.p1
OG0011066	SPU_022831	TRINITY_DN26293_c0_g1_i1.p1.p1
OG0011067	SPU_022835	TRINITY_DN31740_c0_g1_i1.p1.p1
OG0011068	SPU_022847	TRINITY_DN3213_c1_g1_i2.p1.p1
OG0011069	SPU_022850	TRINITY_DN4003_c0_g1_i1.p1.p1
OG0011070	SPU_022852	TRINITY_DN3836_c0_g1_i6.p1.p1
OG0011071	SPU_022856	TRINITY_DN13849_c0_g1_i1.p1.p1
OG0011072	SPU_022858	TRINITY_DN85404_c0_g1_i2.p1.p1
OG0011073	SPU_022860	TRINITY_DN10099_c0_g1_i4.p1.p1
OG0011074	SPU_022865	TRINITY_DN4160_c0_g1_i1.p1.p1
OG0011075	SPU_022867	TRINITY_DN6396_c0_g1_i2.p1.p1
OG0011076	SPU_022869	TRINITY_DN177027_c0_g1_i3.p1.p1
OG0011077	SPU_022871	TRINITY_DN11706_c0_g1_i2.p1.p1
OG0011078	SPU_022887	TRINITY_DN69999_c0_g2_i2.p1.p1
OG0011079	SPU_022894	TRINITY_DN10312_c0_g1_i2.p1.p1
OG0011080	SPU_022902	TRINITY_DN75702_c0_g1_i2.p1.p1
OG0011081	SPU_022910	TRINITY_DN18055_c0_g1_i3.p1.p1
OG0011082	SPU_022913	TRINITY_DN277187_c0_g1_i1.p1.p1
OG0011083	SPU_022930	TRINITY_DN3542_c1_g1_i4.p1.p1
OG0011084	SPU_022932	TRINITY_DN69312_c0_g1_i1.p1.p1
OG0011085	SPU_022939	TRINITY_DN5125_c0_g1_i6.p1.p1
OG0011086	SPU_022946	TRINITY_DN11835_c0_g1_i1.p1.p1
OG0011087	SPU_022948	TRINITY_DN11235_c0_g1_i1.p1.p1
OG0011088	SPU_022951	TRINITY_DN321609_c0_g1_i1.p1.p1
OG0011089	SPU_022960	TRINITY_DN310383_c0_g1_i1.p1.p1
OG0011090	SPU_022961	TRINITY_DN19540_c0_g1_i2.p1.p1
OG0011091	SPU_022966	TRINITY_DN322984_c0_g1_i1.p1.p1
OG0011092	SPU_022970	TRINITY_DN7394_c1_g1_i2.p1.p1
OG0011093	SPU_022972	TRINITY_DN10979_c0_g1_i1.p1.p1
OG0011094	SPU_022973	TRINITY_DN32925_c0_g1_i1.p1.p1
OG0011095	SPU_022983	TRINITY_DN15145_c4_g3_i1.p1.p1
OG0011096	SPU_022987	TRINITY_DN33553_c0_g1_i3.p1.p1
OG0011097	SPU_022992	TRINITY_DN2790_c0_g1_i4.p3.p1
OG0011098	SPU_022993	TRINITY_DN2790_c0_g1_i4.p1.p1
OG0011099	SPU_023003	TRINITY_DN14844_c0_g2_i1.p1.p1
OG0011100	SPU_023006	TRINITY_DN31621_c0_g1_i2.p1.p1
OG0011101	SPU_023015	TRINITY_DN34339_c0_g1_i1.p1.p1
OG0011102	SPU_023020	TRINITY_DN16967_c0_g1_i4.p1.p1
OG0011103	SPU_023021	TRINITY_DN40560_c0_g1_i7.p1.p1
OG0011104	SPU_023024	TRINITY_DN39687_c0_g1_i8.p1.p1
OG0011105	SPU_023026	TRINITY_DN10718_c0_g1_i2.p1.p1
OG0011106	SPU_023029	TRINITY_DN5572_c1_g1_i3.p1.p1
OG0011107	SPU_023030	TRINITY_DN24705_c0_g1_i3.p1.p1
OG0011108	SPU_023032	TRINITY_DN25879_c0_g1_i2.p1.p1
OG0011109	SPU_023042	TRINITY_DN9_c15_g1_i6.p1.p1
OG0011110	SPU_023043	TRINITY_DN12631_c0_g1_i5.p1.p1
OG0011111	SPU_023044	TRINITY_DN14579_c0_g1_i1.p1.p1
OG0011112	SPU_023052	TRINITY_DN4928_c0_g1_i2.p1.p1
OG0011113	SPU_023054	TRINITY_DN11366_c0_g1_i1.p1.p1
OG0011114	SPU_023057	TRINITY_DN39202_c0_g1_i3.p1.p1
OG0011115	SPU_023066	TRINITY_DN21645_c0_g1_i2.p1.p1
OG0011116	SPU_023074	TRINITY_DN31543_c0_g1_i3.p1.p1
OG0011117	SPU_023085	TRINITY_DN17759_c0_g1_i2.p1.p1
OG0011118	SPU_023092	TRINITY_DN34557_c0_g1_i6.p1.p1
OG0011119	SPU_023094	TRINITY_DN27407_c0_g1_i1.p1.p1
OG0011120	SPU_023096	TRINITY_DN4799_c0_g2_i5.p1.p1
OG0011121	SPU_023102	TRINITY_DN9810_c0_g2_i1.p1.p1
OG0011122	SPU_023142	TRINITY_DN747_c0_g1_i4.p1.p1
OG0011123	SPU_023143	TRINITY_DN7395_c0_g1_i3.p1.p1
OG0011124	SPU_023147	TRINITY_DN264850_c0_g1_i1.p1.p1
OG0011125	SPU_023155	TRINITY_DN12199_c0_g1_i1.p4.p1
OG0011126	SPU_023156	TRINITY_DN12199_c0_g1_i1.p1.p1
OG0011127	SPU_023158	TRINITY_DN15640_c0_g1_i6.p2.p1
OG0011128	SPU_023163	TRINITY_DN28940_c1_g1_i1.p2.p1
OG0011129	SPU_023174	TRINITY_DN60412_c0_g1_i3.p1.p1
OG0011130	SPU_023186	TRINITY_DN21869_c0_g1_i1.p1.p1
OG0011131	SPU_023194	TRINITY_DN70041_c0_g2_i2.p1.p1
OG0011132	SPU_023195	TRINITY_DN7241_c2_g1_i3.p1.p1
OG0011133	SPU_023201	TRINITY_DN16648_c0_g1_i4.p1.p1
OG0011134	SPU_023203	TRINITY_DN7923_c0_g1_i5.p1.p1
OG0011135	SPU_023206	TRINITY_DN1574_c0_g1_i3.p2.p1
OG0011136	SPU_023207	TRINITY_DN1574_c0_g1_i3.p1.p1
OG0011137	SPU_023209	TRINITY_DN56189_c0_g1_i6.p1.p1
OG0011138	SPU_023211	TRINITY_DN36257_c1_g1_i3.p1.p1
OG0011139	SPU_023212	TRINITY_DN19015_c0_g1_i3.p1.p1
OG0011140	SPU_023215	TRINITY_DN20222_c0_g1_i1.p1.p1
OG0011141	SPU_023218	TRINITY_DN19625_c0_g1_i2.p1.p1
OG0011142	SPU_023221	TRINITY_DN5715_c0_g1_i3.p1.p1
OG0011143	SPU_023226	TRINITY_DN2355_c0_g1_i3.p1.p1
OG0011144	SPU_023231	TRINITY_DN14311_c0_g1_i1.p1.p1
OG0011145	SPU_023233	TRINITY_DN28458_c0_g1_i4.p1.p1
OG0011146	SPU_023240	TRINITY_DN136810_c0_g1_i7.p1.p1
OG0011147	SPU_023251	TRINITY_DN83988_c0_g1_i1.p1.p1
OG0011148	SPU_023253	TRINITY_DN13411_c0_g1_i3.p1.p1
OG0011149	SPU_023259	TRINITY_DN12509_c0_g1_i11.p1.p1
OG0011150	SPU_023260	TRINITY_DN29752_c0_g1_i5.p2.p1
OG0011151	SPU_023262	TRINITY_DN9506_c1_g1_i1.p1.p1
OG0011152	SPU_023268	TRINITY_DN83131_c0_g1_i5.p1.p1
OG0011153	SPU_023274	TRINITY_DN10437_c0_g1_i1.p1.p1
OG0011154	SPU_023284	TRINITY_DN4866_c0_g1_i1.p1.p1
OG0011155	SPU_023286	TRINITY_DN2196_c1_g1_i2.p1.p1
OG0011156	SPU_023291	TRINITY_DN29121_c0_g1_i3.p1.p1
OG0011157	SPU_023293	TRINITY_DN1717_c0_g1_i9.p1.p1
OG0011158	SPU_023307	TRINITY_DN3664_c0_g1_i2.p1.p1
OG0011159	SPU_023310	TRINITY_DN16801_c0_g1_i4.p1.p1
OG0011160	SPU_023312	TRINITY_DN39852_c0_g1_i2.p1.p1
OG0011161	SPU_023328	TRINITY_DN7598_c0_g1_i3.p1.p1
OG0011162	SPU_023333	TRINITY_DN759_c0_g1_i3.p1.p1
OG0011163	SPU_023338	TRINITY_DN7235_c2_g1_i6.p1.p1
OG0011164	SPU_023341	TRINITY_DN4526_c1_g1_i2.p1.p1
OG0011165	SPU_023342	TRINITY_DN10266_c0_g1_i2.p1.p1
OG0011166	SPU_023346	TRINITY_DN838_c0_g1_i7.p1.p1
OG0011167	SPU_023347	TRINITY_DN1630_c0_g1_i2.p1.p1
OG0011168	SPU_023355	TRINITY_DN7115_c0_g1_i4.p1.p1
OG0011169	SPU_023368	TRINITY_DN1633_c1_g1_i5.p1.p1
OG0011170	SPU_023370	TRINITY_DN19261_c0_g1_i1.p1.p1
OG0011171	SPU_023371	TRINITY_DN7972_c0_g1_i1.p1.p1
OG0011172	SPU_023387	TRINITY_DN86751_c0_g1_i7.p1.p1
OG0011173	SPU_023388	TRINITY_DN38832_c0_g1_i3.p1.p1
OG0011174	SPU_023393	TRINITY_DN12864_c0_g1_i3.p1.p1
OG0011175	SPU_023394	TRINITY_DN78786_c0_g1_i4.p1.p2
OG0011176	SPU_023412	TRINITY_DN3979_c0_g1_i3.p1.p1
OG0011177	SPU_023413	TRINITY_DN63000_c0_g1_i2.p1.p1
OG0011178	SPU_023414	TRINITY_DN66376_c0_g1_i5.p1.p1
OG0011179	SPU_023422	TRINITY_DN3253_c0_g1_i1.p1.p1
OG0011180	SPU_023433	TRINITY_DN6876_c0_g1_i4.p1.p1
OG0011181	SPU_023441	TRINITY_DN96225_c0_g1_i1.p1.p1
OG0011182	SPU_023452	TRINITY_DN8122_c0_g1_i3.p1.p1
OG0011183	SPU_023454	TRINITY_DN1131_c3_g1_i5.p1.p1
OG0011184	SPU_023459	TRINITY_DN23430_c0_g1_i3.p1.p1
OG0011185	SPU_023463	TRINITY_DN9665_c0_g1_i1.p1.p1
OG0011186	SPU_023466	TRINITY_DN1210_c0_g1_i2.p1.p1
OG0011187	SPU_023467	TRINITY_DN18154_c0_g1_i1.p1.p1
OG0011188	SPU_023468	TRINITY_DN95555_c0_g1_i1.p1.p1
OG0011189	SPU_023471	TRINITY_DN23850_c0_g1_i2.p1.p1
OG0011190	SPU_023475	TRINITY_DN11971_c0_g1_i1.p1.p1
OG0011191	SPU_023476	TRINITY_DN18935_c0_g1_i2.p1.p1
OG0011192	SPU_023484	TRINITY_DN153357_c0_g1_i1.p1.p1
OG0011193	SPU_023485	TRINITY_DN92860_c0_g1_i2.p1.p1
OG0011194	SPU_023489	TRINITY_DN3971_c0_g1_i2.p1.p1
OG0011195	SPU_023492	TRINITY_DN105944_c0_g1_i2.p1.p1
OG0011196	SPU_023500	TRINITY_DN351827_c0_g1_i1.p1.p1
OG0011197	SPU_023506	TRINITY_DN3918_c0_g1_i4.p1.p1
OG0011198	SPU_023514	TRINITY_DN15648_c0_g1_i7.p1.p1
OG0011199	SPU_023523	TRINITY_DN16343_c0_g1_i3.p1.p1
OG0011200	SPU_023526	TRINITY_DN14519_c0_g2_i2.p2.p1
OG0011201	SPU_023527	TRINITY_DN7845_c0_g1_i2.p1.p1
OG0011202	SPU_023535	TRINITY_DN6168_c1_g1_i2.p1.p1
OG0011203	SPU_023546	TRINITY_DN152208_c0_g1_i3.p1.p1
OG0011204	SPU_023559	TRINITY_DN47974_c0_g1_i8.p1.p1
OG0011205	SPU_023561	TRINITY_DN5349_c0_g1_i11.p1.p1
OG0011206	SPU_023562	TRINITY_DN2247_c0_g1_i1.p1.p1
OG0011207	SPU_023563	TRINITY_DN2014_c0_g2_i5.p1.p1
OG0011208	SPU_023568	TRINITY_DN25470_c0_g1_i5.p1.p1
OG0011209	SPU_023569	TRINITY_DN37967_c0_g1_i1.p1.p1
OG0011210	SPU_023570	TRINITY_DN37492_c0_g1_i6.p1.p1
OG0011211	SPU_023571	TRINITY_DN8772_c0_g1_i2.p1.p1
OG0011212	SPU_023572	TRINITY_DN12003_c0_g1_i1.p1.p1
OG0011213	SPU_023578	TRINITY_DN257114_c0_g1_i1.p1.p1
OG0011214	SPU_023592	TRINITY_DN21429_c0_g1_i1.p1.p1
OG0011215	SPU_023596	TRINITY_DN24723_c0_g1_i11.p1.p1
OG0011216	SPU_023598	TRINITY_DN115150_c0_g2_i1.p1.p1
OG0011217	SPU_023600	TRINITY_DN8087_c0_g1_i4.p1.p1
OG0011218	SPU_023602	TRINITY_DN12639_c0_g3_i1.p1.p1
OG0011219	SPU_023610	TRINITY_DN13645_c0_g1_i7.p1.p1
OG0011220	SPU_023616	TRINITY_DN5842_c0_g1_i5.p2.p1
OG0011221	SPU_023624	TRINITY_DN32475_c0_g1_i2.p1.p1
OG0011222	SPU_023626	TRINITY_DN28510_c0_g1_i1.p1.p1
OG0011223	SPU_023632	TRINITY_DN25114_c0_g1_i3.p1.p1
OG0011224	SPU_023636	TRINITY_DN295301_c0_g1_i1.p1.p1
OG0011225	SPU_023639	TRINITY_DN23766_c0_g1_i3.p1.p1
OG0011226	SPU_023640	TRINITY_DN13792_c1_g1_i2.p1.p1
OG0011227	SPU_023641	TRINITY_DN51452_c0_g1_i1.p1.p1
OG0011228	SPU_023645	TRINITY_DN22848_c0_g1_i1.p1.p1
OG0011229	SPU_023653	TRINITY_DN75235_c0_g1_i4.p1.p1
OG0011230	SPU_023657	TRINITY_DN17233_c0_g1_i5.p1.p1
OG0011231	SPU_023659	TRINITY_DN176_c0_g1_i7.p1.p1
OG0011232	SPU_023678	TRINITY_DN91206_c0_g1_i1.p1.p1
OG0011233	SPU_023683	TRINITY_DN6884_c0_g1_i1.p1.p1
OG0011234	SPU_023694	TRINITY_DN58158_c0_g1_i1.p1.p1
OG0011235	SPU_023695	TRINITY_DN0_c0_g1_i2.p1.p1
OG0011236	SPU_023700	TRINITY_DN1922_c0_g1_i3.p2.p1
OG0011237	SPU_023701	TRINITY_DN23667_c0_g1_i1.p1.p1
OG0011238	SPU_023722	TRINITY_DN40112_c0_g1_i1.p1.p1
OG0011239	SPU_023728	TRINITY_DN81454_c0_g1_i1.p1.p1
OG0011240	SPU_023729	TRINITY_DN20462_c0_g1_i4.p1.p1
OG0011241	SPU_023733	TRINITY_DN1864_c1_g1_i4.p1.p1
OG0011242	SPU_023743	TRINITY_DN21755_c0_g1_i10.p1.p1
OG0011243	SPU_023765	TRINITY_DN16385_c0_g1_i2.p1.p1
OG0011244	SPU_023768	TRINITY_DN29500_c0_g1_i3.p1.p1
OG0011245	SPU_023774	TRINITY_DN14802_c0_g1_i7.p1.p1
OG0011246	SPU_023777	TRINITY_DN3984_c0_g1_i1.p1.p1
OG0011247	SPU_023778	TRINITY_DN60582_c0_g1_i3.p1.p1
OG0011248	SPU_023779	TRINITY_DN5611_c0_g1_i3.p1.p1
OG0011249	SPU_023785	TRINITY_DN48447_c0_g1_i4.p1.p1
OG0011250	SPU_023788	TRINITY_DN15948_c0_g1_i1.p1.p1
OG0011251	SPU_023790	TRINITY_DN18340_c0_g1_i1.p1.p1
OG0011252	SPU_023792	TRINITY_DN46400_c0_g1_i6.p1.p1
OG0011253	SPU_023795	TRINITY_DN381_c2_g1_i2.p1.p1
OG0011254	SPU_023800	TRINITY_DN27376_c0_g1_i1.p1.p1
OG0011255	SPU_023820	TRINITY_DN10789_c0_g1_i7.p1.p1
OG0011256	SPU_023824	TRINITY_DN54743_c0_g1_i5.p1.p1
OG0011257	SPU_023827	TRINITY_DN22094_c0_g1_i2.p1.p1
OG0011258	SPU_023831	TRINITY_DN30837_c0_g1_i1.p1.p1
OG0011259	SPU_023835	TRINITY_DN98_c1_g1_i10.p1.p1
OG0011260	SPU_023836	TRINITY_DN32794_c0_g1_i2.p1.p1
OG0011261	SPU_023837	TRINITY_DN7889_c0_g1_i14.p1.p1
OG0011262	SPU_023844	TRINITY_DN111267_c0_g1_i12.p1.p1
OG0011263	SPU_023848	TRINITY_DN27205_c0_g1_i1.p1.p1
OG0011264	SPU_023854	TRINITY_DN1530_c0_g1_i1.p1.p1
OG0011265	SPU_023861	TRINITY_DN6402_c0_g1_i3.p1.p1
OG0011266	SPU_023862	TRINITY_DN706_c4_g1_i3.p1.p1
OG0011267	SPU_023864	TRINITY_DN5127_c4_g1_i2.p1.p1
OG0011268	SPU_023866	TRINITY_DN53460_c0_g1_i1.p1.p1
OG0011269	SPU_023873	TRINITY_DN3977_c0_g1_i7.p1.p1
OG0011270	SPU_023881	TRINITY_DN7640_c0_g1_i1.p1.p1
OG0011271	SPU_023896	TRINITY_DN21431_c0_g1_i1.p1.p1
OG0011272	SPU_023902	TRINITY_DN6911_c0_g1_i1.p1.p1
OG0011273	SPU_023907	TRINITY_DN30249_c0_g1_i2.p1.p1
OG0011274	SPU_023913	TRINITY_DN68776_c0_g1_i4.p2.p1
OG0011275	SPU_023916	TRINITY_DN4168_c1_g1_i2.p1.p1
OG0011276	SPU_023917	TRINITY_DN38268_c0_g1_i4.p1.p1
OG0011277	SPU_023922	TRINITY_DN37858_c0_g1_i1.p1.p1
OG0011278	SPU_023925	TRINITY_DN79121_c0_g1_i6.p1.p1
OG0011279	SPU_023946	TRINITY_DN27935_c0_g1_i2.p1.p1
OG0011280	SPU_023947	TRINITY_DN15516_c0_g1_i2.p1.p1
OG0011281	SPU_023955	TRINITY_DN4842_c0_g1_i13.p1.p2
OG0011282	SPU_023956	TRINITY_DN15261_c0_g1_i7.p1.p1
OG0011283	SPU_023958	TRINITY_DN30402_c0_g1_i7.p1.p1
OG0011284	SPU_023959	TRINITY_DN11867_c0_g1_i6.p1.p1
OG0011285	SPU_023960	TRINITY_DN17481_c0_g1_i4.p1.p1
OG0011286	SPU_023964	TRINITY_DN2292_c0_g1_i2.p1.p1
OG0011287	SPU_023968	TRINITY_DN23723_c0_g1_i5.p1.p1
OG0011288	SPU_023973	TRINITY_DN193791_c0_g1_i1.p1.p2
OG0011289	SPU_023975	TRINITY_DN3105_c0_g1_i2.p1.p1
OG0011290	SPU_023980	TRINITY_DN73381_c1_g1_i2.p1.p1
OG0011291	SPU_023981	TRINITY_DN35948_c0_g1_i4.p1.p1
OG0011292	SPU_023992	TRINITY_DN28347_c0_g1_i2.p1.p1
OG0011293	SPU_023995	TRINITY_DN75542_c0_g1_i1.p1.p1
OG0011294	SPU_024005	TRINITY_DN23566_c0_g2_i1.p1.p1
OG0011295	SPU_024006	TRINITY_DN79213_c0_g1_i2.p1.p1
OG0011296	SPU_024007	TRINITY_DN442_c0_g1_i4.p1.p1
OG0011297	SPU_024008	TRINITY_DN3560_c0_g1_i3.p1.p1
OG0011298	SPU_024011	TRINITY_DN30146_c0_g1_i1.p1.p1
OG0011299	SPU_024012	TRINITY_DN40496_c0_g1_i1.p1.p1
OG0011300	SPU_024014	TRINITY_DN22072_c0_g1_i5.p1.p1
